KATEGORI BAWAH 446,Tahun Permohonan,NOPAC,NAMA SYARIKAT / PENYEDIA,ALAMAT,ADD1,ADD2,ADD3,DAERAH,KAPASITI,SEKTOR,X,Y
MAJIKAN,2022,PAC/10401/2022/69498,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-26, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-26, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2021,PAC/10401/2021/22781,SII ISHIZAKI MELAKA SDN BHD,"B3-2-26
 BLOCK BUNGA RAYA 3 JALAN ABADI 75250 MELAKA","B3-2-26
 BLOCK BUNGA RAYA 3 JALAN ABADI 75250 MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.246831983,102.2322609
MAJIKAN,2024,PAC/10401/2024/94871,SUPER PRESS PRINTING SDN BHD,"B3-2-25, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA 75250 MELAKA","B3-2-25, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA 75250 MELAKA",,,MELAKA TENGAH,5,C - Pembuatan,2.246832772,102.2323109
MAJIKAN,2021,PAC/10401/2021/23088,SII ISHIZAKI MELAKA SDN BHD,"B3-2-24
 BLOCK BUNGA RAYA 3
 JALAN ABADI","B3-2-24
 BLOCK BUNGA RAYA 3
 JALAN ABADI",,,MELAKA TENGAH,6,C - Pembuatan,2.246837756,102.2323932
MAJIKAN,2021,PAC/10401/2021/23166,SII ISHIZAKI MELAKA SDN BHD,"B3-2-5
 BLOCK BUNGA RAYA 3
 JALAN ABADI","B3-2-5
 BLOCK BUNGA RAYA 3
 JALAN ABADI",,,MELAKA TENGAH,6,C - Pembuatan,2.246837756,102.2323932
MAJIKAN,2021,PAC/10401/2021/23167,SII ISHIZAKI MELAKA SDN BHD,"B3-2-22
 BLOCK BUNGA RAYA 3
 JALAN ABADI","B3-2-22
 BLOCK BUNGA RAYA 3
 JALAN ABADI",,,MELAKA TENGAH,6,C - Pembuatan,2.246837756,102.2323932
MAJIKAN,2021,PAC/10401/2021/23233,SII ISHIZAKI MELAKA SDN BHD,"B3-2-3
 BLOCK BUNGA RAYA 3
 JALAN ABADI","B3-2-3
 BLOCK BUNGA RAYA 3
 JALAN ABADI",,,MELAKA TENGAH,6,C - Pembuatan,2.246837756,102.2323932
MAJIKAN,2021,PAC/2021/22810,SII ISHIZAKI MELAKA SDN BHD,B3-2-25 BLOCK BUNGA RAYA 3 JALAN ABADI 3,B3-2-25 BLOCK BUNGA RAYA 3 JALAN ABADI 3,,,MELAKA TENGAH,6,C - Pembuatan,2.246871701,102.2323366
PENYEDIA PENGINAPAN BERPUSAT,2024,PAC/10401/2024/96230,PDG ASSET MANAGEMENT SDN. BHD.,"PT 25130 BLOK B I-ASRAMA DAMAI @ ECOPARK, MUKIM BUKIT KATIL",PT 25130 BLOK B I-ASRAMA DAMAI @ ECOPARK,MUKIM BUKIT KATIL,,MELAKA TENGAH,1629,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.246899695,102.2990148
PENYEDIA PENGINAPAN BERPUSAT,2024,PAC/10401/2024/104690,IREALTY MANAGEMENT SDN BHD,"PT 25130 BLOK B I-ASRAMA DAMAI @ ECOPARK, MUKIM BUKIT KATIL",PT 25130 BLOK B I-ASRAMA DAMAI @ ECOPARK,MUKIM BUKIT KATIL,,MELAKA TENGAH,1629,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.246970673,102.2990573
MAJIKAN,2020,PAC/10401/2020/3227,MYAMAX PRECISION ENGINEERING (M) SDN BHD,"A9-3, BLOK A, JALAN CM 1, KONDOMINIUM CHENG HEIGHTS , TAMAN CHENG MUTIARA","A9-3, BLOK A, JALAN CM 1, KONDOMINIUM CHENG HEIGHTS , TAMAN CHENG MUTIARA",,,MELAKA TENGAH,5,C - Pembuatan,2.246973063,102.2236245
MAJIKAN,2023,PAC/10401/2023/78859,ASV Cahaya Enterprise,"No 94, Jalan Abadi  5,, TAMAN MALIM JAYA, MELAKA","No 94, Jalan Abadi  5,","TAMAN MALIM JAYA, MELAKA",,MELAKA TENGAH,4,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.246984232,102.2327024
MAJIKAN,2023,PAC/10401/2023/82359,KURINA CLEANING SERVICE SDN. BHD,"No. 763-G, Jalan Emas 1, Taman Kerjasama, Bukit Beruang","No. 763-G, Jalan Emas 1",Taman Kerjasama,Bukit Beruang,MELAKA TENGAH,5,S - Aktiviti perkhidmatan lain,2.247091554,102.2732252
MAJIKAN,2022,PAC/10401/2022/72194,MINTYE INDUSTRIES SDN BHD,"NO.63, JALAN SRI MAHKOTA, TAMAN MUZAFFAR SHAH, AYER KEROH, 75450 HANG TUAH JAYA, MELAKA.","NO.63, JALAN SRI MAHKOTA",TAMAN MUZAFFAR SHAH,"AYER KEROH, 75450 HANG TUAH JAYA, MELAKA.",MELAKA TENGAH,7,C - Pembuatan,2.247098679,102.28941
MAJIKAN,2020,PAC/10401/2020/6787,ONE AUTO WORLDWIDE (M) SDN. BHD.,"NO 1, JALAN ABADI 24, TAMAN MALIM JAYA, 75250 MELAKA.","NO 1, JALAN ABADI 24, TAMAN MALIM JAYA, 75250 MELAKA.",,,MELAKA TENGAH,12,C - Pembuatan,2.247239351,102.2326129
MAJIKAN,2021,PAC/10401/2021/32430,ALLSPOT INDUSTRY SDN BHD,11 JLN ABADI 24 TAMAN MALIM JAYA 75250 MELAKA,11 JLN ABADI 24 TAMAN MALIM JAYA 75250 MELAKA,,,MELAKA TENGAH,5,C - Pembuatan,2.247442922,102.2326755
PENYEDIA PENGINAPAN BERPUSAT,2024,PAC/10401/2024/96229,PDG ASSET MANAGEMENT SDN. BHD.,"PT 25129 BLOK A I-ASRAMA HARMONI @ ECOPARK,, MUKIM BUKIT KATIL","PT 25129 BLOK A I-ASRAMA HARMONI @ ECOPARK,",MUKIM BUKIT KATIL,,MELAKA TENGAH,1626,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.247671577,102.2999536
MAJIKAN,2022,PAC/10401/2022/62228,H P AUTO PARTS INDUSTRY SDN BHD,"NO.19, JALAN ABADI 24,, TAMAN MALIM JAYA,","NO.19, JALAN ABADI 24,","TAMAN MALIM JAYA,",,MELAKA TENGAH,6,C - Pembuatan,2.247693765,102.2328597
PENYEDIA PENGINAPAN BERPUSAT,2024,PAC/10401/2024/104688,IREALTY MANAGEMENT SDN BHD,"PT 25129 BLOK A I-ASRAMA HARMONI @ ECOPARK, MUKIM BUKIT KATIL",PT 25129 BLOK A I-ASRAMA HARMONI @ ECOPARK,MUKIM BUKIT KATIL,,MELAKA TENGAH,1626,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.247713543,102.2999902
MAJIKAN,2021,PAC/10401/2021/32407,ALLSPOT INDUSTRY SDN BHD,30 JLN ABADI 7 TAMAN MALIM JAYA 75250 MELAKA,30 JLN ABADI 7 TAMAN MALIM JAYA 75250 MELAKA,,,MELAKA TENGAH,6,C - Pembuatan,2.247787338,102.2341017
MAJIKAN,2021,PAC/10401/2021/32425,ALLSPOT INDUSTRY SDN BHD,28 JLN ABADI 7 TAMAN MALIM JAYA 75250 MELAKA,28 JLN ABADI 7 TAMAN MALIM JAYA 75250 MELAKA,,,MELAKA TENGAH,6,C - Pembuatan,2.247806769,102.234044
MAJIKAN,2021,PAC/10401/2021/46245,INDUSTRI TALI O,"NO.93,, JALAN ABADI 9, TAMAN MALIM JAYA","NO.93,",JALAN ABADI 9,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.247936732,102.2344891
MAJIKAN,2022,PAC/10401/2022/59522,ALLSPOT INDUSTRY SDN BHD,"46 JALAN ABADI 9, TAMAN MALIM JAYA 75250 MELAKA",46 JALAN ABADI 9,TAMAN MALIM JAYA 75250 MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.247967453,102.2346336
MAJIKAN,2022,PAC/10401/2022/70694,EVERTS (MALAYSIA) SDN BHD,"NO 39 JALAN SRI AMAN 4, TAMAN MUZAFFAR SHAH AYER KEROH",NO 39 JALAN SRI AMAN 4,TAMAN MUZAFFAR SHAH AYER KEROH,,MELAKA TENGAH,6,C - Pembuatan,2.24797253,102.2901642
MAJIKAN,2021,PAC/10401/2021/38657,TOHOPAK SDN BHD,"NO.37 JALAN SRI AMAN 4, TAMAN MUZAFFAR SYAH, 75450 AYER KEROH MELAKA.","NO.37 JALAN SRI AMAN 4, TAMAN MUZAFFAR SYAH, 75450 AYER KEROH MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,2.24803706,102.290129
MAJIKAN,2021,PAC/10401/2021/32432,ALLSPOT INDUSTRY SDN BHD,6 JLN ABADI 13 TAMAN MALIM JAYA 75250 MELAKA,6 JLN ABADI 13 TAMAN MALIM JAYA 75250 MELAKA,,,MELAKA TENGAH,6,C - Pembuatan,2.248056261,102.2350833
MAJIKAN,2024,PAC/10401/2024/93979,EVERTS (MALAYSIA) SDN BHD,"NO.44, JALAN SRI RAYA, TAMAN MUZAFFAR SHAH, HANG TUAH JAYA MELAKA","NO.44, JALAN SRI RAYA, TAMAN MUZAFFAR SHAH",HANG TUAH JAYA MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.24824292,102.2904571
MAJIKAN,2021,PAC/10401/2021/38378,EVERTS (MALAYSIA) SDN BHD,"NO 44 JALAN SRI RAYA, TAMAN MUZAFFAR HEIGHTS, 75450 MELAKA","NO 44 JALAN SRI RAYA, TAMAN MUZAFFAR HEIGHTS, 75450 MELAKA",,,MELAKA TENGAH,7,C - Pembuatan,2.248276176,102.2904873
MAJIKAN,2020,PAC/10401/2020/5232,EVERTS (MALAYSIA) SDN BHD,"NO 37 , JALAN SRI MAHKOTA, TAMAN MUZAFFAR SHAH , 75450 ,AYER KEROH, MELAKA","NO 37 , JALAN SRI MAHKOTA, TAMAN MUZAFFAR SHAH , 75450 ,AYER KEROH, MELAKA",,,PETALING,7,C - Pembuatan,2.248648954,102.2890124
MAJIKAN,2021,PAC/10401/2021/50954,EVERTS (MALAYSIA) SDN BHD,NO 59 JALAN SERI RAYA TAMAN MUZAFFAR SHAH 75450 AYER KEROH MELAKA,NO 59 JALAN SERI RAYA TAMAN MUZAFFAR SHAH 75450 AYER KEROH MELAKA,,,MELAKA TENGAH,7,C - Pembuatan,2.248711717,102.2905497
MAJIKAN,2022,PAC/10401/2022/68950,DINGFENG JOSSPAPER STICK TRADING SDN BHD,"No.132, JALAN ABADI 15, TAMAN MALIM JAYA, BACHANG","No.132, JALAN ABADI 15, TAMAN MALIM JAYA, BACHANG",,,MELAKA TENGAH,6,S - Aktiviti perkhidmatan lain,2.248810815,102.234924
MAJIKAN,2022,PAC/10401/2022/72674,HONG HONG ELECTRO PLATING SDN BHD,No 51 Jalan Abadi 16 Taman Malim Jaya,No 51 Jalan Abadi 16 Taman Malim Jaya,,,MELAKA TENGAH,6,C - Pembuatan,2.248859634,102.2347127
MAJIKAN,2022,PAC/10401/2022/61753,LEEDEN POWERWELD SDN BHD,"58, JALAN SRI RAYA 2, TAMAN MUZAFFAR SHAH, 75450 AYER KEROH  MELAKA","58, JALAN SRI RAYA 2, TAMAN MUZAFFAR SHAH",75450 AYER KEROH  MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.24887388,102.2909132
MAJIKAN,2023,PAC/10401/2023/87471,EVERTS (MALAYSIA) SDN BHD,"NO. 49 (LOT 3085), JALAN SRI RAYA, TAMAN MUZAFAR SHAH, MUKIM BUKIT KATIL,, MELAKA TENGAH","NO. 49 (LOT 3085), JALAN SRI RAYA, TAMAN MUZAFAR SHAH, MUKIM BUKIT KATIL,",MELAKA TENGAH,,MELAKA TENGAH,6,C - Pembuatan,2.249006383,102.2904915
MAJIKAN,2021,PAC/10401/2021/50961,EVERTS (MALAYSIA) SDN BHD,NO 52 JALAN SRI RAYA 2 TAMAN MUZAFFAR HEIGHT,NO 52 JALAN SRI RAYA 2 TAMAN MUZAFFAR HEIGHT,,,MELAKA TENGAH,8,C - Pembuatan,2.249052848,102.2908858
MAJIKAN,2021,PAC/10401/2021/38465,EVERTS (MALAYSIA) SDN. BHD.,"NO 52 JALAN SRI RAYA 2, TAMAN MUZAFFAR HEIGHTS, AYER KEROH 75450 MELAKA","NO 52 JALAN SRI RAYA 2, TAMAN MUZAFFAR HEIGHTS, AYER KEROH 75450 MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.249056341,102.2908918
MAJIKAN,2022,PAC/10401/2022/68547,EVERTS (MALAYSIA) SDN BHD,"NO 50 JALAN SERI RAYA 2, TAMAN MUZAFFAR SHAH",NO 50 JALAN SERI RAYA 2,TAMAN MUZAFFAR SHAH,,MELAKA TENGAH,6,C - Pembuatan,2.249105754,102.2908304
MAJIKAN,2021,PAC/10401/2021/31626,STH WIRE INDUSTRY (M) SDN BHD,"NO 1,, JALAN SERI AMAN 4, TAMAN MUZAFFAR SHAH","NO 1,",JALAN SERI AMAN 4,TAMAN MUZAFFAR SHAH,MELAKA TENGAH,7,C - Pembuatan,2.249151363,102.2898739
MAJIKAN,2021,PAC/10401/2021/50951,EVERTS (MALAYSIA) SDN BHD,"NO 48 JALAN SRI RAYA 4 TAMAN MUZAFFAR SHAH, AYER KEROH , 75450, MELAKA","NO 48 JALAN SRI RAYA 4 TAMAN MUZAFFAR SHAH, AYER KEROH , 75450, MELAKA",,,MELAKA TENGAH,7,C - Pembuatan,2.249248004,102.2913913
MAJIKAN,2022,PAC/10401/2022/64542,EVERTS (MALAYSIA) SDN BHD,"NO 46 JALAN SRI RAYA2, TAMAN MUZAFFAR SYAH, AYER KEROH, 75450, MELAKA","NO 46 JALAN SRI RAYA2, TAMAN MUZAFFAR SYAH, AYER KEROH, 75450, MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.249323752,102.2907419
MAJIKAN,2021,PAC/10401/2021/51110,LUCKY PALACE RESTAURANT (MELAKA)SDN BHD,"NO.35, JALAN SRI RAYA 2,, TAMAN MUZAFFAR SYAH, AYER KEROH","NO.35, JALAN SRI RAYA 2,",TAMAN MUZAFFAR SYAH,AYER KEROH,MELAKA TENGAH,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.249506596,102.2909159
MAJIKAN,2022,PAC/10401/2022/64538,EVERTS (MALAYSIA) SDN BHD,"NO 34 JALAN SRI AMAN, TAMAN MUZAFFAR SHAH, AYER KEROH,75450, MELAKA","NO 34 JALAN SRI AMAN, TAMAN MUZAFFAR SHAH, AYER KEROH,75450, MELAKA",,,MELAKA TENGAH,7,C - Pembuatan,2.249562263,102.2881985
MAJIKAN,2021,PAC/10401/2021/30328,DAYA AWANA INDUSTRI SDN. BHD.,"796-B JALAN EMAS 8 , TAMAN KERJASAMA , BUKIT BERUANG , 75450 HANG TUAH JAYA , MELAKA","796-B JALAN EMAS 8 , TAMAN KERJASAMA , BUKIT BERUANG , 75450 HANG TUAH JAYA , MELAKA",,,MELAKA TENGAH,12,C - Pembuatan,2.249674683,102.2705106
MAJIKAN,2021,PAC/10401/2021/46216,ROCKWOOL MALAYSIA SDN BHD,"NO 34,, JALAN SERI RAYA 4, TAMAN MUZAFFAR SHAH","NO 34,",JALAN SERI RAYA 4,TAMAN MUZAFFAR SHAH,MELAKA TENGAH,6,C - Pembuatan,2.249675008,102.2912964
MAJIKAN,2021,PAC/10401/2021/31606,STH WIRE INDUSTRY (M) SDN BHD,"NO 27,, JALAN SERI RAYA, TAMAN MUZAFFAR SHAH","NO 27,",JALAN SERI RAYA,TAMAN MUZAFFAR SHAH,MELAKA TENGAH,6,C - Pembuatan,2.249695019,102.2902978
MAJIKAN,2022,PAC/10401/2022/64539,EVERTS (MALAYSIA) SDN BHD,"NO 19 JALAN SRI RAYA 2, TAMAN MUZAFFAR SHAH, 75450, MELAKA","NO 19 JALAN SRI RAYA 2, TAMAN MUZAFFAR SHAH, 75450, MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.250022179,102.2907855
MAJIKAN,2021,PAC/10401/2021/51108,LUCKY PALACE RESTAURANT (MELAKA)SDN BHD,"NO.1, JALAN SRI KOTA, TAMAN MUZAFFAR SYAH, AYER KEROH","NO.1, JALAN SRI KOTA",TAMAN MUZAFFAR SYAH,AYER KEROH,MELAKA TENGAH,7,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.250291017,102.2896918
MAJIKAN,2021,PAC/10401/2021/46340,SPACE CONCEPT BILDER SDN BHD,"14, JALAN BUKIT BERUANG 4, TAMAN BUKIT BERUANG","14, JALAN BUKIT BERUANG 4, TAMAN BUKIT BERUANG",,,MELAKA TENGAH,4,F - Pembinaan,2.250441875,102.2727351
MAJIKAN,2021,PAC/10401/2021/31566,STH WIRE INDUSTRY (M) SDN BHD,"NO. 6 JALAN SRI JAYA 2,, TAMAN MUZAFFAR SHAH, AYER KEROH","NO. 6 JALAN SRI JAYA 2,",TAMAN MUZAFFAR SHAH,AYER KEROH,MELAKA TENGAH,6,C - Pembuatan,2.250500077,102.2905015
MAJIKAN,2021,PAC/10401/2021/1305,CNS CONSTRUCTION SDN BHD,"NO 51 , JALAN MH 25, MUZAFFAH HEIGHTS, MELAKA","NO 51 , JALAN MH 25",MUZAFFAH HEIGHTS,MELAKA,MELAKA TENGAH,11,F - Pembinaan,2.250559201,102.2851583
MAJIKAN,2021,PAC/10401/2021/19851,FOOK HUAT PLASTIC INDUSTRIES (M) SDN BHD,"NO 2, JALAN SRI RAYA 4, TAMAN MUZAFFAR SHAH, 75450 MELAKA","NO 2, JALAN SRI RAYA 4, TAMAN MUZAFFAR SHAH, 75450 MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.250643197,102.2909889
MAJIKAN,2022,PAC/10401/2022/64033,ORIENTAL FOOD INDUSTRIES SDN BHD,"No.21,JALAN MH 26,TAMAN MUZAFFAR HEIGHTS","No.21,JALAN MH 26,TAMAN MUZAFFAR HEIGHTS",,,MELAKA TENGAH,14,C - Pembuatan,2.250797684,102.2860796
MAJIKAN,2022,PAC/10401/2022/72932,HYPAK SDN BHD,"C-4-3, Rumah Pangsa Murni, Jalan Tun Abdul Razak",C-4-3,Rumah Pangsa Murni,Jalan Tun Abdul Razak,MELAKA TENGAH,6,C - Pembuatan,2.250886,102.2905791
MAJIKAN,2021,PAC/10401/2021/47395,HYPAK SDN BHD,"C4-1,, RUMAH PANGSA MURNI, JALAN AIR KEROH","C4-1,",RUMAH PANGSA MURNI,JALAN AIR KEROH,MELAKA TENGAH,6,C - Pembuatan,2.250891442,102.2905724
MAJIKAN,2021,PAC/10401/2021/21040,MINTYE INDUSTRIES SDN. BHD.,"C3-2, RUMAH PANGSA MURNI,
 JALAN AYER KEROH,
 75450 MELAKA.","C3-2, RUMAH PANGSA MURNI,
 JALAN AYER KEROH,
 75450 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,2.250898841,102.2906251
MAJIKAN,2022,PAC/10401/2022/61687,LEEDEN POWERWELD SDN BHD,"C-G-1, GROUND FLOOR, BLOK C, RUMAH PANGSA MURNI,, AYER KEROH  75450 MELAKA","C-G-1, GROUND FLOOR, BLOK C, RUMAH PANGSA MURNI,",AYER KEROH  75450 MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.250901225,102.2905854
MAJIKAN,2022,PAC/10401/2022/61688,LEEDEN POWERWELD SDN BHD,"C-1-5 TINGKAT 1 BLOK C RUMAH PANGSA MURNI, AYER KEROH 75450 AYER KEROH  MELAKA",C-1-5 TINGKAT 1 BLOK C RUMAH PANGSA MURNI,AYER KEROH 75450 AYER KEROH  MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.250901225,102.2905854
MAJIKAN,2021,PAC/10401/2021/48284,SINAR JERNIH SDN BHD,"C-4-5,, RUMAH PANGSA MURNI, LEBUH AYER KEROH","C-4-5,",RUMAH PANGSA MURNI,LEBUH AYER KEROH,PETALING,6,S - Aktiviti perkhidmatan lain,2.250911149,102.2905876
MAJIKAN,2022,PAC/10401/2022/68542,EVERTS (MALAYSIA) SDN BHD,"NO 12, JALAN SRI JAYA,, TAMAN MUZAFFAR SYAH","NO 12, JALAN SRI JAYA,",TAMAN MUZAFFAR SYAH,,MELAKA TENGAH,6,C - Pembuatan,2.250995593,102.2879942
MAJIKAN,2023,PAC/10401/2023/79000,TELFORD SERVICE (MELAKA) SDN BHD,"Lot 4347, D 1/5, Rumah Pangsa Murni,Jln Tun Abdul Razak,, Ayer Keroh","Lot 4347, D 1/5, Rumah Pangsa Murni,Jln Tun Abdul Razak,",Ayer Keroh,,MELAKA TENGAH,4,N - Aktiviti pentadbiran dan khidmat sokongan,2.251108928,102.290798
MAJIKAN,2023,PAC/10401/2023/75908,HYPAK SDN BHD,"D 2/3, RUMAH PANGSA MURNI, JALAN TUN ABDUL RAZAK, AIR KEROH","D 2/3, RUMAH PANGSA MURNI",JALAN TUN ABDUL RAZAK,AIR KEROH,MELAKA TENGAH,4,C - Pembuatan,2.251120265,102.2908094
MAJIKAN,2022,PAC/10401/2022/61683,LEEDEN POWERWELD SDN BHD,"D-2-7 TINGKAT 2 BLOK D RUMAH PANGSA MURNI, AYER KEROH 75450 AYER KEROH  MELAKA",D-2-7 TINGKAT 2 BLOK D RUMAH PANGSA MURNI,AYER KEROH 75450 AYER KEROH  MELAKA,,MELAKA TENGAH,5,C - Pembuatan,2.251122089,102.2908561
MAJIKAN,2022,PAC/10401/2022/61776,PB PACKAGING (M) SDN BHD,"BLOCK D-3-9, RUMAH PANGSA MURNI AYER KEROH","BLOCK D-3-9, RUMAH PANGSA MURNI AYER KEROH",,,MELAKA TENGAH,5,C - Pembuatan,2.251122089,102.2908561
MAJIKAN,2022,PAC/10401/2022/70146,MINTYE INDUSTRIES SDN BHD,"NO.8, JALAN SERI JAYA 2,, TAMAN MUZAFFAR SYAH, AYER KEROH,, 75450 MELAKA","NO.8, JALAN SERI JAYA 2,","TAMAN MUZAFFAR SYAH, AYER KEROH,",75450 MELAKA,MELAKA TENGAH,6,C - Pembuatan,2.251123877,102.287444
MAJIKAN,2022,PAC/10401/2022/72651,JUPITER MARK TWO SDN BHD,DG-11 RUMAH PANGSA MURNI AIR KEROH,DG-11 RUMAH PANGSA MURNI AIR KEROH,,,ALOR GAJAH,5,F - Pembinaan,2.251124425,102.290799
MAJIKAN,2022,PAC/10401/2022/72934,HYPAK SDN BHD,"D-3-4 Rumah Pangsa Murni, Jalan Tun Abdul Razak",D-3-4 Rumah Pangsa Murni,Jalan Tun Abdul Razak,,MELAKA TENGAH,6,C - Pembuatan,2.25112823,102.290847
MAJIKAN,2021,PAC/10401/2021/24783,INTERPOLY MANUFACTURING SDN BHD,D-03-02 RUMAH PANGSA MURNI AYER KEROH,D-03-02 RUMAH PANGSA MURNI AYER KEROH,,,MELAKA TENGAH,6,C - Pembuatan,2.251128664,102.2909076
MAJIKAN,2021,PAC/10401/2021/24788,INTERPOLY MANUFACTURING SDN BHD,D 01-06 RUMAH PANGSA MURNI 75450 AYER KEROH,D 01-06 RUMAH PANGSA MURNI 75450 AYER KEROH,,,MELAKA TENGAH,6,C - Pembuatan,2.251128664,102.2909076
MAJIKAN,2021,PAC/10401/2021/47402,HYPAK SDN BHD,"DG-12,, RUMAH PANGSA MURNI, JALAN AIR KEROH","DG-12,",RUMAH PANGSA MURNI,JALAN AIR KEROH,MELAKA TENGAH,6,C - Pembuatan,2.251129975,102.2908621
MAJIKAN,2021,PAC/10401/2021/1344,WIN PERFECT PACKAGING INDUSTRIES SDN BHD,"D-1-1, RUMAH PANGSA MURNI, LEBUH AYER KEROH, HANG TUAH JAYA","D-1-1, RUMAH PANGSA MURNI",LEBUH AYER KEROH,HANG TUAH JAYA,MELAKA TENGAH,6,C - Pembuatan,2.251132127,102.2908991
MAJIKAN,2020,PAC/10401/2020/6337,SUPER UNIART INDUSTRIES(M) SDN. BHD.,"D2-4, RUMAH PANGSA MURNI, AYER KEROH, 75450 MELAKA","D2-4, RUMAH PANGSA MURNI, AYER KEROH, 75450 MELAKA",,,PETALING,5,C - Pembuatan,2.251135477,102.2907642
MAJIKAN,2021,PAC/10401/2021/44862,UNY AUTO INDUSTRIES SDN BHD,"D-3-11,, RUMAH PANGSA MURNI, LEBUH AYER KEROH","D-3-11,",RUMAH PANGSA MURNI,LEBUH AYER KEROH,MELAKA TENGAH,5,C - Pembuatan,2.251137487,102.2907513
MAJIKAN,2022,PAC/10401/2022/63968,ORIENTAL FOOD INDUSTRIES SDN BHD,"6A,JALAN SRI RAMA 3,TAMAN MUZAFFAR SYAH","6A,JALAN SRI RAMA 3,TAMAN MUZAFFAR SYAH",,,MELAKA TENGAH,8,C - Pembuatan,2.251151662,102.2886462
MAJIKAN,2021,PAC/10401/2021/21112,MINTYE INDUSTRIES SDN. BHD.,"B4-4, 4TH FLOOR,
 BLOCK B,
 RUMAH PANGSA MURNI,
 JALAN AYER KEROH,
 75450 MELAKA.","B4-4, 4TH FLOOR,
 BLOCK B,
 RUMAH PANGSA MURNI,
 JALAN AYER KEROH,
 75450 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,2.251211622,102.2902448
MAJIKAN,2022,PAC/10401/2022/63508,MINTYE INDUSTRIES SDN BHD,"NO.B3-7, 3RD FLOOR, BLOCK B,, RUMAH PANGSA MURNI, JALAN TUN ABDUL RAZAK,, 75450 HANG TUAH JAYA, MELAKA.","NO.B3-7, 3RD FLOOR, BLOCK B,","RUMAH PANGSA MURNI, JALAN TUN ABDUL RAZAK,","75450 HANG TUAH JAYA, MELAKA.",MELAKA TENGAH,5,C - Pembuatan,2.25123103,102.2902557
MAJIKAN,2023,PAC/10401/2023/80321,JASINPACK SDN BHD,"NO. BG-4, GRD FLOOR, BLOK B, RUMAH PANGSA MURNI, JALAN TUN ABDUL RAZAK, HANG TUAH JAYA","NO. BG-4, GRD FLOOR, BLOK B","RUMAH PANGSA MURNI, JALAN TUN ABDUL RAZAK",HANG TUAH JAYA,MELAKA TENGAH,4,C - Pembuatan,2.251234296,102.2902557
MAJIKAN,2022,PAC/10401/2022/61276,LEEDEN POWERWELD SDN BHD,"B-2-1 TINGKAT 2 BLOK B RUMAH PANGSA MURNI, AYER KEROH, 75450 MELAKA","B-2-1 TINGKAT 2 BLOK B RUMAH PANGSA MURNI, AYER KEROH, 75450 MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.251246727,102.2902614
MAJIKAN,2022,PAC/10401/2022/61679,LEEDEN POWERWELD SDN BHD,"B-2-9 TINGKAT 2 BLOK B RUMAH PANGSA MURNI, 75450 AYER KEROH  MELAKA",B-2-9 TINGKAT 2 BLOK B RUMAH PANGSA MURNI,75450 AYER KEROH  MELAKA,,MELAKA TENGAH,5,C - Pembuatan,2.251250551,102.2902358
MAJIKAN,2022,PAC/10401/2022/61684,LEEDEN POWERWELD SDN BHD,"B-3-10, TINGKAT 3 BLOK B RUMAH PANGSA MURNI, AYER KEROH 75450 AYER KEROH  MELAKA","B-3-10, TINGKAT 3 BLOK B RUMAH PANGSA MURNI",AYER KEROH 75450 AYER KEROH  MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.251250551,102.2902358
MAJIKAN,2022,PAC/10401/2022/61686,LEEDEN POWERWELD SDN BHD,"B-3-1, TINGKAT 3, BLOK B RUMAH PANGSA MURNI, AYER KEROH 75450 AYER KEROH  MELAKA","B-3-1, TINGKAT 3, BLOK B RUMAH PANGSA MURNI",AYER KEROH 75450 AYER KEROH  MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.251250551,102.2902358
