KATEGORI BAWAH 446,Tahun Permohonan,NOPAC,NAMA SYARIKAT / PENYEDIA,ALAMAT,ADD1,ADD2,ADD3,DAERAH,KAPASITI,SEKTOR,X,Y
PENYEDIA PENGINAPAN BERPUSAT,2023,PAC/10401/2023/86658,YE HAO TRADING,"B-4-3-B, B-4-5-A, BLOCK B, PANGSAPURI BUNGA RAYA, BUKIT BERUANG, 75450 MELAKA.","B-4-3-B, B-4-5-A","BLOCK B, PANGSAPURI BUNGA RAYA, BUKIT BERUANG",75450 MELAKA.,JASIN,12,S - Aktiviti perkhidmatan lain,2.245159133,102.2773776
MAJIKAN,2020,PAC/10401/2020/9445,DORMAKABA PRODUCTION MALAYSIA SD BHD,"NO 22 JALAN CHENG RIA 6
 TAMAN CHENG RIA 
 CHENG 75250 MELAKA","NO 22 JALAN CHENG RIA 6
 TAMAN CHENG RIA 
 CHENG 75250 MELAKA",,,MELAKA TENGAH,9,C - Pembuatan,2.245254824,102.2269882
MAJIKAN,2022,PAC/10401/2022/64261,LC VEGETARIAN FOOD & ORGANIC MART,"NO 652-A, TAMAN BUKIT MELAKA, BUKIT BERUANG","NO 652-A, TAMAN BUKIT MELAKA",BUKIT BERUANG,,MELAKA TENGAH,9,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.245331601,102.2749426
MAJIKAN,2023,PAC/10401/2023/82677,KEDAI MAKAN DAN MINUMAN HUP HUAT,"No 12-A Jalan AP 10, Taman Ara Permai, Batu Berendam,, Hang Tuah Jaya",No 12-A Jalan AP 10,"Taman Ara Permai, Batu Berendam,",Hang Tuah Jaya,MELAKA TENGAH,0,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.245410321,102.2607475
MAJIKAN,2020,PAC/10401/2020/3701,AFA TECHNOLOGIES SDN BHD,"B4-12,
 PANGSAPURI CHENG RIA,
 TMN. CHENG RIA,","B4-12,
 PANGSAPURI CHENG RIA,
 TMN. CHENG RIA,",,,MELAKA TENGAH,6,C - Pembuatan,2.245490005,102.2287691
MAJIKAN,2024,PAC/10401/2024/96502,AFA TECHNOLOGIES SDN BHD,"B4-12, RUMAH PANGSA, TAMAN CHENG RIA","B4-12, RUMAH PANGSA, TAMAN CHENG RIA",,,MELAKA TENGAH,3,C - Pembuatan,2.245532101,102.2287583
MAJIKAN,2021,PAC/10401/2021/29231,ENGJAYA INDUSTRIES SDN BHD,"BLOCK B1-6, PANGSAPURI RUMAH CHENG RIA, TAMAN CHENG RIA","BLOCK B1-6, PANGSAPURI RUMAH CHENG RIA, TAMAN CHENG RIA",,,MELAKA TENGAH,9,C - Pembuatan,2.245559368,102.2287146
MAJIKAN,2021,PAC/10401/2021/29405,ENGJAYA INDUSTRIES SDN BHD,"BLOCK B3-9, PANGSAPURI CHENG RIA, TAMAN CHENG RIA","BLOCK B3-9, PANGSAPURI CHENG RIA, TAMAN CHENG RIA",,,MELAKA TENGAH,9,C - Pembuatan,2.245559368,102.2287146
MAJIKAN,2022,PAC/10401/2022/72174,HEXACHASE FLEXIPACK SDN BHD,B2-16 BLOCK B RUMAH PANGSA TAMAN CHENG RIA 75250 MELAKA,B2-16 BLOCK B RUMAH PANGSA TAMAN CHENG RIA 75250 MELAKA,,,MELAKA TENGAH,6,C - Pembuatan,2.245561424,102.2287534
MAJIKAN,2024,PAC/10401/2024/93691,DC MANAGEMENT & CLEANING SERVICE SDN BHD,"NO 831-D, JALAN ZAMRUD 1,, TAMAN KERJASAMA 1 BUKIT BERUANG","NO 831-D, JALAN ZAMRUD 1,",TAMAN KERJASAMA 1 BUKIT BERUANG,,MELAKA TENGAH,7,S - Aktiviti perkhidmatan lain,2.245577231,102.2676484
MAJIKAN,2023,PAC/10401/2023/73506,RNC REPAIR SPECIALIST SDN BHD,"B-2-2 Tingkat 2 Blok B, Taman Cheng Ria",B-2-2 Tingkat 2 Blok B,Taman Cheng Ria,,PETALING,6,F - Pembinaan,2.245581498,102.2287734
MAJIKAN,2024,PAC/10401/2024/91409,KEDAI GUNTING RAMBUT KERIS,"B2-13, R/PANGSA CHENG RIA,, TAMAN CHENG RIA,, CHENG,","B2-13, R/PANGSA CHENG RIA,","TAMAN CHENG RIA,","CHENG,",MELAKA TENGAH,6,S - Aktiviti perkhidmatan lain,2.245587183,102.2287596
MAJIKAN,2024,PAC/10401/2024/92297,HEXACHASE PACKAGING SDN BHD,"B3-10, RUMAH PANGSA,TAMAN CHENG RIA,, 75260 MELAKA.","B3-10, RUMAH PANGSA,TAMAN CHENG RIA,",75260 MELAKA.,,MELAKA TENGAH,6,C - Pembuatan,2.245587911,102.2287666
MAJIKAN,2022,PAC/10401/2022/63775,Hayan Prints (M) Sdn Bhd,"B4-3, BLOCK B, RUMAH PANGSA TAMAN CHENG RIA, 75250 CHENG MELAKA","B4-3, BLOCK B, RUMAH PANGSA TAMAN CHENG RIA",75250 CHENG MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.245592162,102.2287848
MAJIKAN,2022,PAC/10401/2022/63806,Hayan Prints (M) Sdn Bhd,"B3-14, BLOCK B, RUMAH PANGSA TAMAN CHENG RIA,, 75250 CHENG MELAKA","B3-14, BLOCK B, RUMAH PANGSA TAMAN CHENG RIA,",75250 CHENG MELAKA,,MELAKA TENGAH,6,C - Pembuatan,2.245592162,102.2287848
MAJIKAN,2022,PAC/10401/2022/61297,Hayan Prints (M) Sdn Bhd,"B1-9 RUMAH PANGSA, TAMAN CHENG RIA",B1-9 RUMAH PANGSA,TAMAN CHENG RIA,,MELAKA TENGAH,6,C - Pembuatan,2.245600248,102.2287594
MAJIKAN,2020,PAC/10401/2020/9241,HAYAN PRINTS (M) SDN BHD,"UNIT B3-14, BLOCK B, RUMAH PANGSA TAMAN CHENG RIA,","UNIT B3-14, BLOCK B, RUMAH PANGSA TAMAN CHENG RIA,",,,MELAKA TENGAH,7,C - Pembuatan,2.245602295,102.2286711
MAJIKAN,2020,PAC/10401/2020/9439,DORMAKABA PRODUCTION MALAYSIA SD BHD,"UNIT NO B2-15 BLOK B, CHENG RIA APARTMENT","UNIT NO B2-15 BLOK B, CHENG RIA APARTMENT",,,MELAKA TENGAH,6,C - Pembuatan,2.245602295,102.2286711
MAJIKAN,2020,PAC/10401/2020/9442,DORMAKABA PRODUCTION MALAYSIA SD BHD,"UNIT NO B4-14 BLOCK B
 CHENG RIA APARTMENT 
 CHENG 75250 MELAKA","UNIT NO B4-14 BLOCK B
 CHENG RIA APARTMENT 
 CHENG 75250 MELAKA",,,MELAKA TENGAH,8,C - Pembuatan,2.245602295,102.2286711
MAJIKAN,2020,PAC/10401/2020/9926,HAYAN PRINTS (M) SDN BHD,"B4-03 BLOCK B, RUMAH PANGSA TAMAN CHENG RIA","B4-03 BLOCK B, RUMAH PANGSA TAMAN CHENG RIA",,,MELAKA TENGAH,7,C - Pembuatan,2.245602295,102.2286711
MAJIKAN,2021,PAC/10401/2021/40118,ME TECHNOLOGY SDN BHD,"B3-10, PANGSAPURI CHENG RIA 1 , TAMAN CHENG RIA , 75250 MELAKA","B3-10, PANGSAPURI CHENG RIA 1 , TAMAN CHENG RIA , 75250 MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.24560455,102.2287185
MAJIKAN,2021,PAC/10401/2021/40126,MEGA STAFF SDN BHD,"B2-16 PANGSAPURI CHENG RIA 1 , TAMAN CHENG RIA , 75260 MELAKA","B2-16 PANGSAPURI CHENG RIA 1 , TAMAN CHENG RIA , 75260 MELAKA",,,MELAKA TENGAH,7,S - Aktiviti perkhidmatan lain,2.24560455,102.2287185
PENYEDIA PENGINAPAN BERPUSAT,2023,PAC/10401/2023/79962,MRN MANAGEMENT SDN. BHD.,"A1-2-A,A2-2-A,A3-2-A,A3-2-B,A4-2-A,A5-2-A,A5-2-B,A6-2-A,A6-2-B,A7-2-B,A8-2-B,A9-2-B,A10-2-A,A10-2-B,A1-3-A,A2-3-B,A5-3-A,A5-3-B,A6-3-A,A7-3-B,A8-3-A,A2-4-B,A3-4-A,A3-4-B,A5-4-A,A6-4-A,A6-4-B,A7-4-A,A7-4-B,A8-4-B,A9-4-A,A10-4-B, PANGSAPURI BUNGA RAYA, TAMAN BUNGA RAYA, 75450 BUKIT BERUANG, MELAKA","A1-2-A,A2-2-A,A3-2-A,A3-2-B,A4-2-A,A5-2-A,A5-2-B,A6-2-A,A6-2-B,A7-2-B,A8-2-B,A9-2-B,A10-2-A,A10-2-B,A1-3-A,A2-3-B,A5-3-A,A5-3-B,A6-3-A,A7-3-B,A8-3-A,A2-4-B,A3-4-A,A3-4-B,A5-4-A,A6-4-A,A6-4-B,A7-4-A,A7-4-B,A8-4-B,A9-4-A,A10-4-B","PANGSAPURI BUNGA RAYA, TAMAN BUNGA RAYA, 75450 BUKIT BERUANG, MELAKA",,KLUANG,197,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.24562441,102.2770311
PENYEDIA PENGINAPAN BERPUSAT,2023,PAC/10401/2023/82503,HLGS ENTERPRISE SDN BHD,"A1-2-B, A1-3-B, A1-5-A, A1-5-B, A2-4-A, A2-5-B, A2-5-A, A3-3-B, A3-5-A, A4-4-A, A4-5-A, A4-5-B, A5-4-B, A5-5-A, A5-5-B, A6-5-A, A6-5-B, A7-2-A, A7-3-A, A7-5-A, A8-2-A, A8-4-A, A8-5-A, A9-2-A, A9-5-A, Pangsapuri bunga raya, Taman Bunga Raya, Bukit Beruang, Melaka tengah","A1-2-B, A1-3-B, A1-5-A, A1-5-B, A2-4-A, A2-5-B, A2-5-A, A3-3-B, A3-5-A, A4-4-A, A4-5-A, A4-5-B, A5-4-B, A5-5-A, A5-5-B, A6-5-A, A6-5-B, A7-2-A, A7-3-A, A7-5-A, A8-2-A, A8-4-A, A8-5-A, A9-2-A, A9-5-A","Pangsapuri bunga raya, Taman Bunga Raya, Bukit Beruang, Melaka tengah",,KLANG,154,S - Aktiviti perkhidmatan lain,2.245638096,102.2770668
PENYEDIA PENGINAPAN BERPUSAT,2024,PAC/10401/2024/100591,YE HAO TRADING,"A-2-2-B, A-3-3-A, A-3-3-B, A-3-5-A, A-4-4-A, A-4-5-A, A-4-5-B, A-5-4-B, A-5-5-A, A-5-5-B, A-6-5-A, A-6-5-B, A-9-2-A, A-9-3-A, A-9-3-B, A-9-4-B, A-10-3-A, BLOCK A, PANGSAPURI BUNGA RAYA, BUKIT BERUANG, 75450 BUKIT BERUANG","A-2-2-B, A-3-3-A, A-3-3-B, A-3-5-A, A-4-4-A, A-4-5-A, A-4-5-B, A-5-4-B, A-5-5-A, A-5-5-B, A-6-5-A, A-6-5-B, A-9-2-A, A-9-3-A, A-9-3-B, A-9-4-B, A-10-3-A","BLOCK A, PANGSAPURI BUNGA RAYA, BUKIT BERUANG",75450 BUKIT BERUANG,JASIN,103,S - Aktiviti perkhidmatan lain,2.245643511,102.2770787
MAJIKAN,2021,PAC/10401/2021/52238,IMPROVAGE PRECISION SDN BHD,"B2-7, Pangsapuri Taman Cheng Ria, Jalan Cheng Ria 1,","B2-7, Pangsapuri Taman Cheng Ria, Jalan Cheng Ria 1,",,,MELAKA TENGAH,6,C - Pembuatan,2.245644777,102.2287222
MAJIKAN,2021,PAC/10401/2021/19600,DC MANAGEMENT & CLEANING SERVICE SDN. BHD.,"831-D, JALAN ZAMRUD 1, .TAMAN KERJASAMA","831-D, JALAN ZAMRUD 1, .TAMAN KERJASAMA",,,MELAKA TENGAH,7,S - Aktiviti perkhidmatan lain,2.24564713,102.2676919
PENYEDIA PENGINAPAN BERPUSAT,2023,PAC/10401/2023/85743,HLGS ENTERPRISE SDN BHD,"A3-3-A,A7-5-B,A8-5-B,A9-5-B,A10-5-A,A10-5-B,, PANGSAPURI BUNGA RAYA,TAMAN BUNGA RAYA,, BUKIT BERUANG MELAKA TENGAH,","A3-3-A,A7-5-B,A8-5-B,A9-5-B,A10-5-A,A10-5-B,","PANGSAPURI BUNGA RAYA,TAMAN BUNGA RAYA,","BUKIT BERUANG MELAKA TENGAH,",KLANG,38,S - Aktiviti perkhidmatan lain,2.245651113,102.27706
MAJIKAN,2022,PAC/10401/2022/72563,RESTORAN YUAN FANG,"NO. 763-E, JALAN EMAS 1, TAMAN KERJASAMA, BUKIT BERUANG",NO. 763-E,JALAN EMAS 1,"TAMAN KERJASAMA, BUKIT BERUANG",MELAKA TENGAH,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.245742864,102.271283
PENYEDIA PENGINAPAN BERPUSAT,2021,PAC/10401/2021/54059,PUNCAK UTARA SDN. BHD.,"PROJEK PPR TANGGA BATU,","PROJEK PPR TANGGA BATU,",,,KUALA MUDA,0,F - Pembinaan,2.245845427,102.1612812
MAJIKAN,2022,PAC/10401/2022/56130,HML CLEANING SERVICES SDN.BHD,"NO.A4-1,RUMAH PANGSA,TAMAN CHENG RIA","NO.A4-1,RUMAH PANGSA,TAMAN CHENG RIA",,,MELAKA TENGAH,7,S - Aktiviti perkhidmatan lain,2.24590394,102.2291263
MAJIKAN,2022,PAC/10401/2022/69977,HEXACHASE FLEXIPACK SDN BHD,"A1-2, BLOCK A, RUMAH PANGSA TAMAN CHENG RIA","A1-2, BLOCK A",RUMAH PANGSA TAMAN CHENG RIA,,MELAKA TENGAH,7,C - Pembuatan,2.2459362,102.2291264
MAJIKAN,2021,PAC/10401/2021/27476,HONG HWAI TRADING & RECYCLE SDN BHD,"A4-6, PANGSAPURI CHENG RIA,
 JALAN CHENG RIA 1,
 TAMAN CHENG RIA, MELAKA","A4-6, PANGSAPURI CHENG RIA,
 JALAN CHENG RIA 1,
 TAMAN CHENG RIA, MELAKA",,,MELAKA TENGAH,7,"E - Bekalan air; pembetungan, pengurusan sisa dan aktiviti pemulihan",2.24595563,102.2290493
MAJIKAN,2021,PAC/10401/2021/52236,IMPROVAGE PRECISION SDN BHD,"A-1-2, Pangsapuri Taman Cheng Ria, Jalan Cheng Ria,","A-1-2, Pangsapuri Taman Cheng Ria, Jalan Cheng Ria,",,,MELAKA TENGAH,7,C - Pembuatan,2.245957477,102.2291508
MAJIKAN,2021,PAC/10401/2021/52240,IMPROVAGE PRECISION SDN BHD,"A-2-2, PANGSAPURI TAMAN CHENG RIA, JALAN CHENG RIA 1,","A-2-2, PANGSAPURI TAMAN CHENG RIA, JALAN CHENG RIA 1,",,,MELAKA TENGAH,7,C - Pembuatan,2.245957477,102.2291508
MAJIKAN,2022,PAC/10401/2022/69723,RISOPRINT (MALAYSIA) SDN BHD,"2-4, BLOK BUNGA RAYA 1, JALAN ABADI 1, TAMAN MALIM JAYA","2-4, BLOK BUNGA RAYA 1",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.245973313,102.2343829
MAJIKAN,2022,PAC/10401/2022/69726,RISOPRINT (MALAYSIA) SDN BHD,"2-25, BLOK BUNGA RAYA 1,, JALAN ABADI 1,, TAMAN MALIM JAYA","2-25, BLOK BUNGA RAYA 1,","JALAN ABADI 1,",TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.245973313,102.2343829
MAJIKAN,2022,PAC/10401/2022/69734,RISOPRINT (MALAYSIA) SDN BHD,"2-3, BLOK BUNGA RAYA 1,, JALAN ABADI 1, TAMAN MALIM JAYA","2-3, BLOK BUNGA RAYA 1,",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.245973313,102.2343829
MAJIKAN,2022,PAC/10401/2022/69887,LIGETECH AUTOMATION SDN BHD,"3-2, BLOK BUNGA RAYA 1,, JALAN ABADI 1, TAMAN MALIM JAYA,","3-2, BLOK BUNGA RAYA 1,","JALAN ABADI 1, TAMAN MALIM JAYA,",,MELAKA TENGAH,4,C - Pembuatan,2.245973313,102.2343829
MAJIKAN,2024,PAC/10401/2024/103804,LIGETECH AUTOMATION SDN BHD,"3-11, BLOK BUNGA RAYA 1, JALAN ABADI 1, TAMAN MALIM JAYA","3-11, BLOK BUNGA RAYA 1, JALAN ABADI 1, TAMAN MALIM JAYA",,,MELAKA TENGAH,5,C - Pembuatan,2.246004596,102.2344006
MAJIKAN,2024,PAC/10401/2024/103806,LIGETECH AUTOMATION SDN BHD,"1-5,  BLOK BUNGA RAYA 1, JALAN ABADI 1, TAMAN MALIM JAYA","1-5,  BLOK BUNGA RAYA 1, JALAN ABADI 1, TAMAN MALIM JAYA",,,MELAKA TENGAH,6,C - Pembuatan,2.246004596,102.2344006
MAJIKAN,2021,PAC/10401/2021/16343,MULTI ACCESS ENGINEERING SDN BHD,"1-3-27, PANGSAPURI BUNGA RAYA 1, JALAN ABADI 1
 TAMAN MALIM JAYA,75250 MELAKA","1-3-27, PANGSAPURI BUNGA RAYA 1, JALAN ABADI 1
 TAMAN MALIM JAYA,75250 MELAKA",,,MELAKA TENGAH,4,C - Pembuatan,2.24601762,102.234266
MAJIKAN,2023,PAC/10401/2023/80208,EJA ENTERPRISE,"NO B 5-12, JALAN CM 6,TAMAN CHENG MUTIARA","NO B 5-12, JALAN CM 6,TAMAN CHENG MUTIARA",,,MELAKA TENGAH,6,F - Pembinaan,2.246139673,102.2250587
MAJIKAN,2021,PAC/10401/2021/20822,SIN SING COFFEE SDN BHD,"2-23, TINGKAT 2, BLOCK B1,
 JALAN ABADI 1, 
 TAMAN MALIM JAYA,
 75250 MELAKA","2-23, TINGKAT 2, BLOCK B1,
 JALAN ABADI 1, 
 TAMAN MALIM JAYA,
 75250 MELAKA",,,MELAKA TENGAH,6,C - Pembuatan,2.246387628,102.2334052
MAJIKAN,2022,PAC/10401/2022/69725,RISOPRINT (MALAYSIA) SDN BHD,"2-27, BLOK BUNGA RAYA 2,, JALAN ABADI 1,, TAMAN MALIM JAYA","2-27, BLOK BUNGA RAYA 2,","JALAN ABADI 1,",TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246397301,102.2334772
MAJIKAN,2022,PAC/10401/2022/69732,RISOPRINT (MALAYSIA) SDN BHD,"3-2, BLOK BUNGA RAYA 2, JALAN ABADI 1, TAMAN MALIM JAYA","3-2, BLOK BUNGA RAYA 2",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246397301,102.2334772
MAJIKAN,2021,PAC/10401/2021/46318,ELECTRIC ARTS ENTERPRISE,"NO.1-26 BLOK BUNGA RAYA 2,, JALAN ABADI 1","NO.1-26 BLOK BUNGA RAYA 2,",JALAN ABADI 1,,MELAKA TENGAH,6,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",2.246418511,102.2334191
MAJIKAN,2024,PAC/10401/2024/95209,KEDAI GUNTING RAMBUT OK BOSS,"NO 1-28,JALAN ABADI 1,, BLOCK BUNGA RAYA 2,, TAMAN MALIM JAYA","NO 1-28,JALAN ABADI 1,","BLOCK BUNGA RAYA 2,",TAMAN MALIM JAYA,MELAKA TENGAH,3,S - Aktiviti perkhidmatan lain,2.246433748,102.2334083
MAJIKAN,2021,PAC/10401/2021/26292,EMPIRE CLASSIC RESOURCES SDN BHD,"A-5-4, JALAN CM6, TAMAN CHENG MUTIARA, 75260 MELAKA.","A-5-4, JALAN CM6, TAMAN CHENG MUTIARA, 75260 MELAKA.",,,MELAKA TENGAH,5,F - Pembinaan,2.246439142,102.2248388
MAJIKAN,2024,PAC/10401/2024/105202,JUTA FOOD INDUSTRIES (MELAKA) SDN BHD,"A5-6, JALAN CM 3, TAMAN CHENG MUTIARA, CHENG","A5-6, JALAN CM 3, TAMAN CHENG MUTIARA, CHENG",,,MELAKA TENGAH,6,C - Pembuatan,2.246448971,102.2248597
MAJIKAN,2021,PAC/10401/2021/19614,DC MANAGEMENT & CLEANING SERVICE SDN. BHD.,"827, JALAN ZAMRUD, .TAMAN KERJASAMA .BUKIT BERUANG","827, JALAN ZAMRUD, .TAMAN KERJASAMA .BUKIT BERUANG",,,MELAKA TENGAH,6,S - Aktiviti perkhidmatan lain,2.246580207,102.268777
MAJIKAN,2023,PAC/10401/2023/80606,KURINA CLEANING SERVICE SDN. BHD,"NO. 760 - I, JALAN EMAS 1, TAMAN KERJASAMA, BUKIT BERUANG","NO. 760 - I, JALAN EMAS 1",TAMAN KERJASAMA,BUKIT BERUANG,MELAKA TENGAH,3,S - Aktiviti perkhidmatan lain,2.246636093,102.2727934
MAJIKAN,2022,PAC/10401/2022/72701,SPIN COATING SDN BHD,"NO.64 JALAN ABADI 5,, TAMAN MALIM JAYA BACHANG., HANG TUAH JAYA MELAKA.","NO.64 JALAN ABADI 5,",TAMAN MALIM JAYA BACHANG.,HANG TUAH JAYA MELAKA.,MELAKA TENGAH,6,C - Pembuatan,2.246750192,102.2335184
MAJIKAN,2021,PAC/10401/2021/38285,SUPER PRESS PRINTING SDN BHD,"B3-1-10, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.","B3-1-10, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,2.246819165,102.2322653
MAJIKAN,2021,PAC/10401/2021/38293,SUPER PRESS PRINTING SDN BHD,"B3-1-15, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.","B3-1-15, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,2.246819165,102.2322653
MAJIKAN,2021,PAC/10401/2021/38297,SUPER PRESS PRINTING SDN BHD,"B3-1-16, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.","B3-1-16, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,2.246819165,102.2322653
MAJIKAN,2021,PAC/10401/2021/38300,SUPER PRESS PRINTING SDN BHD,"B3-1-17, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.","B3-1-17, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA, 75250 MELAKA.",,,MELAKA TENGAH,6,C - Pembuatan,2.246819165,102.2322653
MAJIKAN,2022,PAC/10401/2022/69481,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-04, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-04, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69482,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-05, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-05, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69483,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-06, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-06, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69484,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-07, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-07, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69486,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-08, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-08, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,4,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69488,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-20, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-20, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69489,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-19, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-19, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69490,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-21, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-21, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69491,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-22, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-22, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69492,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-23, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-23, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69493,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-01, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-01, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69494,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-02, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-02, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,4,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69495,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-03, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-03, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,4,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69496,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-24, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-24, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
MAJIKAN,2022,PAC/10401/2022/69497,Aik Cheong Coffee Roaster Sdn. Bhd.,"B3-3-25, BLOK BUNGA RAYA 3, JALAN ABADI 1, TAMAN MALIM JAYA","B3-3-25, BLOK BUNGA RAYA 3",JALAN ABADI 1,TAMAN MALIM JAYA,MELAKA TENGAH,6,C - Pembuatan,2.246819706,102.232301
